Parcel ;Introduced_bee;Tree;Nb_buds;Release_date ;Monitoring_date;Day;Weather_grade;Tree_Bloom;Visit;Specie;time_F1;time_F2;time_F3;time_F4;time_F5;time_F6;time_F7;time_F8;time_F9;time_F10;time_F11;time_F12;time_F13;time_F14;time_F15;Average_time/flower;Stderror;nb of flower;
7;cornuta;apple;635;18/04/2019;01/05/2019;13;1;100;12;O.cornutaM;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;2;
7;cornuta;apple;635;18/04/2019;06/05/2019;18;3;-80;1;B.terrestris;8;14;7;3;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;7.166666667;3.763863264;6;
7;cornuta;apple;635;18/04/2019;06/05/2019;18;3;-80;2;B.terrestris;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;0;1;
7;cornuta;apple;635;18/04/2019;06/05/2019;18;3;-80;3;A.mellifera;10;7;4;5;3;3;11;5;NA;NA;NA;NA;NA;NA;NA;6;3.070597894;8;
7;bicornis;apple;885;18/04/2019;22/04/2019;4;1;20;1;A.mellifera;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;2;
7;bicornis;apple;885;18/04/2019;22/04/2019;4;1;20;2;O.cornuta;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5;0.707106781;2;
7;bicornis;apple;885;18/04/2019;22/04/2019;4;1;20;3;O.cornuta;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;1;
7;bicornis;apple;885;18/04/2019;22/04/2019;4;1;20;4;O.cornuta;6;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.25;2.5;4;
7;bicornis;apple;885;18/04/2019;22/04/2019;4;1;20;5;O.cornuta;3;3;2;3;3;3;6;NA;NA;NA;NA;NA;NA;NA;NA;3.285714286;1.253566341;7;
7;bicornis;apple;885;18/04/2019;22/04/2019;4;1;20;6;O.cornuta;2;3;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0.816496581;4;
7;bicornis;apple;885;18/04/2019;22/04/2019;4;1;20;7;A.mellifera;6;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.666666667;2.309401077;3;
7;bicornis;apple;885;18/04/2019;22/04/2019;4;1;20;8;A.mellifera;9;4;5;5;4;5;6;NA;NA;NA;NA;NA;NA;NA;NA;5.428571429;1.718249386;7;
7;bicornis;apple;885;18/04/2019;22/04/2019;4;1;20;9;A.mellifera;3;3;2;4;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;2.857142857;0.690065559;7;
7;bicornis;apple;885;18/04/2019;22/04/2019;4;1;20;10;B.terrestris;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;2;
7;bicornis;apple;885;18/04/2019;22/04/2019;4;1;20;11;B.terrestris;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18;0;1;
7;bicornis;apple;885;18/04/2019;01/05/2019;13;1;100;1;O.cornuta;5;4;2;2;1;4;3;NA;NA;NA;NA;NA;NA;NA;NA;3;1.414213562;7;
7;bicornis;apple;885;18/04/2019;01/05/2019;13;1;100;2;A.mellifera;3;11;8;6;14;11;9;7;10;10;11;8;11;8;11;9.2;2.651145305;15;
7;bicornis;apple;885;18/04/2019;01/05/2019;13;1;100;3;A.mellifera;2;10;3;11;6;5;6;3;NA;NA;NA;NA;NA;NA;NA;5.75;3.284161124;8;
7;bicornis;apple;885;18/04/2019;01/05/2019;13;1;100;4;O.cornuta;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5;0.707106781;2;
4;cornuta;apple;1465;15/04/2019;19/04/2019;4;1;20;1;A.mellifera;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;1;
4;cornuta;apple;1465;15/04/2019;21/04/2019;6;1;50;1;A.mellifera;7;7;9;4;10;14;16;12;16;NA;NA;NA;NA;NA;NA;10.55555556;4.245913068;9;
4;cornuta;apple;1465;15/04/2019;21/04/2019;6;1;50;2;A.mellifera;8;3;12;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;5.944184833;4;
4;cornuta;apple;1465;15/04/2019;21/04/2019;6;1;50;3;A.mellifera;8;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;2.828427125;2;
4;cornuta;apple;1465;15/04/2019;21/04/2019;6;1;50;4;A.mellifera;5;5;4;6;5;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.5;3.728270376;6;
4;cornuta;apple;1465;15/04/2019;21/04/2019;6;1;50;5;A.mellifera;4;10;4;6;8;6;5;8;8;5;6;5;7;9;NA;6.5;1.870828693;14;
4;cornuta;apple;1465;15/04/2019;21/04/2019;6;1;50;6;O.cornuta;4;4;5;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0.816496581;4;
4;cornuta;apple;1465;15/04/2019;21/04/2019;6;1;50;7;O.cornuta;3;3;4;2;4;4;3;3;3;3;4;3;3;2;2;3.066666667;0.703731551;15;
4;cornuta;apple;1465;15/04/2019;21/04/2019;6;1;50;8;O.cornutaM;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;1;
4;cornuta;apple;1465;15/04/2019;25/04/2019;10;1;100;1;O.cornuta;4;10;6;3;4;2;5;2;NA;NA;NA;NA;NA;NA;NA;4.5;2.618614683;8;
4;cornuta;apple;1465;15/04/2019;30/04/2019;15;2;-80;1;O.cornuta;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;1;
4;bicornis;apple;1530;15/04/2019;21/04/2019;6;1;50;1;A.mellifera;18;19;7;25;7;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;14.5;7.314369419;6;
4;bicornis;apple;1530;15/04/2019;21/04/2019;6;1;50;2;A.mellifera;8;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.5;2.121320344;2;
4;bicornis;apple;1530;15/04/2019;21/04/2019;6;1;50;3;A.mellifera;7;5;7;7;8;11;6;4;6;12;5;5;3;4;7;6.466666667;2.47463321;15;
4;bicornis;apple;1530;15/04/2019;21/04/2019;6;1;50;4;A.mellifera;10;6;6;4;5;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;2.828427125;6;
4;bicornis;apple;1530;15/04/2019;21/04/2019;6;1;50;5;O.bicornisM;1;4;5;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.8;1.643167673;5;
4;bicornis;apple;1530;15/04/2019;21/04/2019;6;1;50;6;A.mellifera;16;14;10;9;15;8;8;10;7;4;7;4;4;NA;NA;8.923076923;4.050957468;13;
4;bicornis;apple;1530;15/04/2019;21/04/2019;6;1;50;7;O.cornuta;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;1;
4;bicornis;apple;1530;15/04/2019;21/04/2019;6;1;50;8;A.mellifera;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;1;
4;bicornis;apple;1530;15/04/2019;21/04/2019;6;1;50;9;O.cornuta;8;4;8;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.2;2.683281573;5;
4;bicornis;apple;1530;15/04/2019;21/04/2019;6;1;50;10;A.mellifera;5;13;8;6;9;12;4;7;18;4;5;9;5;NA;NA;8.076923077;4.152540156;13;
4;bicornis;apple;1530;15/04/2019;21/04/2019;6;1;50;11;O.cornuta;2;3;3;3;5;3;3;4;4;NA;NA;NA;NA;NA;NA;3.333333333;0.866025404;9;
4;bicornis;apple;1530;15/04/2019;21/04/2019;6;1;50;12;O.cornuta;3;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.333333333;0.577350269;3;
4;bicornis;apple;1530;15/04/2019;25/04/2019;10;1;100;1;O.cornuta;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;1;
4;bicornis;apple;1530;15/04/2019;25/04/2019;10;1;100;2;O.cornuta;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;1;
4;bicornis;apple;1530;15/04/2019;25/04/2019;10;1;100;3;O.bicornis;3;5;4;3;3;5;5;6;4;4;NA;NA;NA;NA;NA;4.2;1.032795559;10;
1;cornuta;apple;1095;15/04/2019;21/04/2019;6;1;20;1;A.mellifera;6;11;11;12;10;9;10;7;7;19;8;6;17;NA;NA;10.23076923;3.982332779;13;
1;cornuta;apple;1095;15/04/2019;21/04/2019;6;1;20;2;O.cornuta;3;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.333333333;0.577350269;3;
1;cornuta;apple;1095;15/04/2019;21/04/2019;6;1;20;3;A.mellifera;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2.828427125;2;
1;cornuta;apple;1095;15/04/2019;21/04/2019;6;1;20;4;O.cornutaM;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;1;
1;cornuta;apple;1095;15/04/2019;21/04/2019;6;1;20;5;A.mellifera;11;5;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;3;3;
1;cornuta;apple;1095;15/04/2019;21/04/2019;6;1;20;6;O.cornuta;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;1;
1;cornuta;apple;1095;15/04/2019;21/04/2019;6;1;20;7;A.mellifera;5;9;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;2.645751311;3;
1;cornuta;apple;1095;15/04/2019;21/04/2019;6;1;20;8;O.bicornis;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;1;
1;cornuta;apple;1095;15/04/2019;21/04/2019;6;1;20;9;O.cornuta;4;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;4.242640687;2;
1;cornuta;apple;1095;15/04/2019;21/04/2019;6;1;20;10;A.mellifera;17;7;9;11;26;7;8;9;8;NA;NA;NA;NA;NA;NA;11.33333333;6.304760106;9;
1;cornuta;apple;1095;15/04/2019;21/04/2019;6;1;20;11;O.cornuta;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;2;
1;cornuta;apple;1095;15/04/2019;30/04/2019;15;2;100;1;O.cornuta;7;4;3;6;5;3;9;3;NA;NA;NA;NA;NA;NA;NA;5;2.20389266;8;
1;cornuta;apple;1095;15/04/2019;30/04/2019;15;2;100;2;A.mellifera;6;30;17;32;15;3;6;12;NA;NA;NA;NA;NA;NA;NA;15.125;10.9078936;8;
1;cornuta;apple;1095;15/04/2019;30/04/2019;15;2;100;3;A.mellifera;4;4;10;7;8;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;6.32455532;6;
1;cornuta;apple;1095;15/04/2019;30/04/2019;15;2;100;4;A.mellifera;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;0;1;
1;cornuta;apple;1095;15/04/2019;30/04/2019;15;2;100;5;A.mellifera;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;1.414213562;2;
1;cornuta;apple;1095;15/04/2019;30/04/2019;15;2;100;6;A.mellifera;10;9;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;2.645751311;3;
1;cornuta;apple;1095;15/04/2019;30/04/2019;15;2;100;7;O.cornuta;3;5;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.666666667;1.154700538;3;
1;cornuta;apple;1095;15/04/2019;30/04/2019;15;2;100;8;A.mellifera;9;12;6;13;4;15;5;NA;NA;NA;NA;NA;NA;NA;NA;9.142857143;4.298393941;7;
1;cornuta;apple;1095;15/04/2019;02/05/2019;17;1;-80;1;O.cornuta;5;3;1;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.6;1.673320053;5;
1;cornuta;apple;1095;15/04/2019;02/05/2019;17;1;-80;2;A.mellifera;13;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;7.071067812;2;
1;cornuta;apple;1095;15/04/2019;02/05/2019;17;1;-80;3;A.mellifera;12;6;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.333333333;3.055050463;3;
1;cornuta;apple;1095;15/04/2019;02/05/2019;17;1;-80;4;A.mellifera;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;0;1;
1;cornuta;apple;1095;15/04/2019;02/05/2019;17;1;-80;5;A.mellifera;6;8;3;4;5;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.5;1.870828693;6;
1;cornuta;apple;1095;15/04/2019;02/05/2019;17;1;-80;6;A.mellifera;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;0;1;
1;cornuta;apple;1095;15/04/2019;02/05/2019;17;1;-80;7;A.mellifera;7;5;4;9;6;3;6;14;8;9;9;7;NA;NA;NA;7.25;2.895921897;12;
1;cornuta;apple;1095;15/04/2019;02/05/2019;17;1;-80;8;O.cornuta;5;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;3;
1;bicornis;apple;1285;15/04/2019;23/04/2019;8;1;20;1;A.mellifera;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;0;1;
1;bicornis;apple;1285;15/04/2019;23/04/2019;8;1;20;2;O.cornuta;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;1;
1;bicornis;apple;1285;15/04/2019;23/04/2019;8;1;20;3;A.mellifera;7;8;9;9;7;5;6;4;9;5;10;5;9;10;9;7.466666667;2.030716505;15;
1;bicornis;apple;1285;15/04/2019;23/04/2019;8;1;20;4;O.cornuta;3;3;8;3;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.833333333;2.136976057;6;
1;bicornis;apple;1285;15/04/2019;23/04/2019;8;1;20;5;O.cornuta;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;1;
1;bicornis;apple;1285;15/04/2019;23/04/2019;8;1;20;6;A.mellifera;6;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.333333333;1.154700538;3;
1;bicornis;apple;1285;15/04/2019;23/04/2019;8;1;20;7;O.bicornis;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;1;
1;bicornis;apple;1285;15/04/2019;23/04/2019;8;1;20;8;O.cornuta;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1.414213562;2;
1;bicornis;apple;1285;15/04/2019;23/04/2019;8;1;20;9;A.mellifera;7;6;3;6;10;6;6;3;NA;NA;NA;NA;NA;NA;NA;5.875;2.232071427;8;
1;bicornis;apple;1285;15/04/2019;23/04/2019;8;1;20;10;A.mellifera;5;4;7;4;7;7;9;NA;NA;NA;NA;NA;NA;NA;NA;6.142857143;1.864454471;7;
1;bicornis;apple;1285;15/04/2019;30/04/2019;15;2;100;1;O.cornuta;18;3;8;3;7;2;4;8;5;3;8;5;5;4;3;5.733333333;3.954503159;15;
1;bicornis;apple;1285;15/04/2019;30/04/2019;15;2;100;2;B.terrestris;2;3;7;2;3;2;3;2;4;2;4;3;3;2;7;3.266666667;1.667618776;15;
1;bicornis;apple;1285;15/04/2019;30/04/2019;15;2;100;3;O.cornuta;10;2;8;6;4;4;3;7;3;NA;NA;NA;NA;NA;NA;5.222222222;2.682246157;9;
1;bicornis;apple;1285;15/04/2019;30/04/2019;15;2;100;4;A.mellifera;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;
1;bicornis;apple;1285;15/04/2019;30/04/2019;15;2;100;5;A.mellifera;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;0;1;
1;bicornis;apple;1285;15/04/2019;30/04/2019;15;2;100;6;A.mellifera;24;5;6;7;8;6;3;4;14;6;6;12;NA;NA;NA;8.416666667;5.822500764;12;
1;bicornis;apple;1285;15/04/2019;02/05/2019;17;1;-80;1;A.mellifera;9;9;7;4;11;12;7;8;11;12;6;4;5;9;12;8.4;2.848558533;15;
1;bicornis;apple;1285;15/04/2019;02/05/2019;17;1;-80;2;A.mellifera;11;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.5;6.363961031;2;
1;bicornis;apple;1285;15/04/2019;02/05/2019;17;1;-80;3;A.mellifera;4;7;7;10;5;11;4;NA;NA;NA;NA;NA;NA;NA;NA;6.857142857;2.794552524;7;
1;bicornis;apple;1285;15/04/2019;02/05/2019;17;1;-80;4;A.mellifera;5;4;8;7;6;4;4;NA;NA;NA;NA;NA;NA;NA;NA;5.428571429;1.618347187;7;
1;bicornis;apple;1285;15/04/2019;02/05/2019;17;1;-80;5;O.bicornisM;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;1;
1;bicornis;apple;1285;15/04/2019;02/05/2019;17;1;-80;6;O.cornuta;4;6;4;4;4;13;5;3;NA;NA;NA;NA;NA;NA;NA;5.375;3.204349722;8;
1;bicornis;apple;1285;15/04/2019;02/05/2019;17;1;-80;7;O.cornuta;5;5;3;4;2;2;3;3;3;NA;NA;NA;NA;NA;NA;3.333333333;1.118033989;9;
8;control;apple;1080;18/04/2019;22/04/2019;4;1;20;1;O.cornuta;3;3;3;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.2;0.447213595;5;
8;control;apple;1080;18/04/2019;22/04/2019;4;1;20;2;A.mellifera;9;2;11;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.25;4.425306016;4;
8;control;apple;1080;18/04/2019;22/04/2019;4;1;20;3;A.mellifera;15;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7.666666667;6.350852961;3;
8;control;apple;1080;18/04/2019;22/04/2019;4;1;20;4;A.mellifera;5;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.666666667;1.154700538;3;
8;control;apple;1080;18/04/2019;22/04/2019;4;1;20;5;A.mellifera;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;2;
8;control;apple;1080;18/04/2019;22/04/2019;4;1;20;6;A.mellifera;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;1;
8;control;apple;1080;18/04/2019;22/04/2019;4;1;20;7;A.mellifera;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;1;
8;control;apple;1080;18/04/2019;22/04/2019;4;1;20;8;A.mellifera;30;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27;4.242640687;2;
8;control;apple;1080;18/04/2019;22/04/2019;4;1;20;9;A.mellifera;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;0;1;
9;cornuta;cherry;1473;10/04/2019;16/04/2019;6;1;20;1;A.mellifera;12;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7.333333333;4.163331999;3;
9;cornuta;cherry;1473;10/04/2019;16/04/2019;6;1;20;2;A.mellifera;3;4;2;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.6;1.140175425;5;
9;cornuta;cherry;1473;10/04/2019;16/04/2019;6;1;20;3;A.mellifera;5;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.666666667;1.527525232;3;
9;cornuta;cherry;1473;10/04/2019;16/04/2019;6;1;20;4;A.mellifera;28;14;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21.66666667;7.094598885;3;
9;cornuta;cherry;1473;10/04/2019;16/04/2019;6;1;20;5;A.mellifera;7;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.5;3.535533906;2;
9;cornuta;cherry;1473;10/04/2019;16/04/2019;6;1;20;6;A.mellifera;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;1;
9;cornuta;cherry;1473;10/04/2019;16/04/2019;6;1;20;7;A.mellifera;6;11;9;7;3;6;14;31;18;15;6;16;NA;NA;NA;11.83333333;7.685089854;12;
9;cornuta;cherry;1474;10/04/2019;18/04/2019;8;1;80;1;O.cornuta;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;2;
9;cornuta;cherry;1474;10/04/2019;18/04/2019;8;1;80;2;O.cornuta;6;5;3;3;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.5;1.224744871;6;
9;cornuta;cherry;1474;10/04/2019;18/04/2019;8;1;80;3;O.cornuta;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.5;2.121320344;2;
9;cornuta;cherry;1474;10/04/2019;18/04/2019;8;1;80;4;O.cornuta;7;6;4;7;7;5;5;6;3;4;3;NA;NA;NA;NA;5.181818182;1.53741223;11;
9;cornuta;cherry;1474;10/04/2019;18/04/2019;8;1;80;5;A.mellifera;13;14;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;1;3;
9;cornuta;cherry;1474;10/04/2019;18/04/2019;8;1;80;6;A.mellifera;6;18;25;27;13;18;19;NA;NA;NA;NA;NA;NA;NA;NA;18;7.071067812;7;
9;cornuta;cherry;1474;10/04/2019;18/04/2019;8;1;80;7;A.mellifera;3;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11.5;12.02081528;2;
9;cornuta;cherry;1474;10/04/2019;18/04/2019;8;1;80;8;A.mellifera;4;6;20;19;16;10;20;20;17;7;9;6;NA;NA;NA;12.83333333;6.379417661;12;
9;cornuta;cherry;1474;10/04/2019;20/04/2019;10;1;100;1;O.cornuta;9;9;6;7;3;4;9;9;NA;NA;NA;NA;NA;NA;NA;7;2.449489743;8;
9;cornuta;cherry;1474;10/04/2019;20/04/2019;10;1;100;2;O.cornuta;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;0;1;
9;cornuta;cherry;1474;10/04/2019;20/04/2019;10;1;100;3;O.cornuta;5;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.666666667;1.527525232;3;
9;cornuta;cherry;1474;10/04/2019;20/04/2019;10;1;100;4;A.mellifera;5;9;9;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.75;4.573474245;4;
9;cornuta;cherry;1474;10/04/2019;20/04/2019;10;1;100;5;O.cornuta;5;9;4;3;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.166666667;2.639444386;6;
9;cornuta;cherry;1474;10/04/2019;20/04/2019;10;1;100;6;O.cornuta;9;5;7;5;3;2;3;5;2;4;2;4;5;4;NA;4.285714286;1.977899874;14;
9;cornuta;cherry;1474;10/04/2019;20/04/2019;10;1;100;7;O.cornuta;3;3;3;4;2;5;5;4;NA;NA;NA;NA;NA;NA;NA;3.625;1.060660172;8;
9;cornuta;cherry;1474;10/04/2019;20/04/2019;10;1;100;8;O.cornuta;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;1.414213562;2;
9;bicornis;cherry;1474;10/04/2019;20/04/2019;10;1;20;1;O.cornuta;4;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;2.828427125;2;
9;bicornis;cherry;1474;10/04/2019;20/04/2019;10;1;20;2;O.cornuta;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;1;
9;bicornis;cherry;1474;10/04/2019;20/04/2019;10;1;20;3;O.cornuta;6;6;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2.309401077;4;
9;bicornis;cherry;1474;10/04/2019;20/04/2019;10;1;20;4;O.cornuta;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;0;1;
9;bicornis;cherry;1474;10/04/2019;20/04/2019;10;1;20;5;O.cornuta;7;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.666666667;1.527525232;3;
9;bicornis;cherry;1474;10/04/2019;20/04/2019;10;1;20;6;O.cornuta;8;8;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;1.732050808;3;
9;bicornis;cherry;1474;10/04/2019;20/04/2019;10;1;20;7;O.cornuta;2;4;3;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.8;1.483239697;5;
9;bicornis;cherry;1474;10/04/2019;20/04/2019;10;1;20;8;O.cornuta;1;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.5;1;4;
9;bicornis;cherry;1474;10/04/2019;20/04/2019;10;1;20;9;O.cornuta;1;2;2;2;3;2;2;2;2;3;2;NA;NA;NA;NA;2.090909091;0.53935989;11;
9;bicornis;cherry;1474;10/04/2019;20/04/2019;10;1;20;10;O.cornuta;5;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.333333333;1.527525232;3;
9;bicornis;cherry;1474;10/04/2019;20/04/2019;10;1;20;11;O.cornuta;2;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.333333333;2.081665999;3;
9;bicornis;cherry;1474;10/04/2019;20/04/2019;10;1;20;12;A.mellifera;8;7;7;12;3;27;18;32;NA;NA;NA;NA;NA;NA;NA;14.25;10.47104852;8;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;5,596491228;4,313018702;5,311594203;4,252608859
